index,GUID,Name,HallOfFameStatus,HallofFameClass,YearDrafted,TO_YEAR,Years_Played,HOF_Elgibility_Year,Pick,Team,College,GP,MIN,PTS,FGM,FGA,FG%,3P_Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,idPlayer,numberRound,BIRTHDATE,POSITION,AGE_ROOKIE_SEASON,Draft_Decade,numBallotsBeforeInduct,ML_Prediction,ConfusionMatrix
363,ELIJAHMILLSAP2014,Elijah Millsap,Not Inducted,,2014,2016,3,2021,200,,,47,19.7,5.3,1.7,5.1,34,0.6,1.9,31.1,1.2,1.8,67.4,0.6,2.6,3.2,1.2,1.2,0.3,1.4,5.9,,10,,,,,,0,True Negative
364,TONYDELK1996,Tony Delk,Not Inducted,,1996,2005,10,2010,16,CHH,University of Kentucky,61,14.2,5.4,2,4.2,46.5,0.9,1.8,46.4,0.7,0.8,82.4,0.5,1.1,1.6,1.6,0.6,0.1,1.1,5.9,960,1,1974-01-28 00:00:00,Guard,22.71,1990s,,0,True Negative
365,JERMAINEONEAL1996,Jermaine O'Neal,Not Inducted,,1996,2013,18,2018,17,POR,,45,10.2,4.1,1.5,3.4,45.1,0,0,0,1,1.7,60.3,0.9,1.9,2.8,0.2,0,0.6,0.6,4.5,979,1,1978-10-13 00:00:00,Center,18.01,1990s,,0,True Negative
366,JOHNWALLACE1996,John Wallace,Not Inducted,,1996,2003,8,2008,18,NYK,Syracuse University,68,11.6,4.8,1.8,3.5,51.7,0,0.1,50,1.2,1.6,71.8,0.8,1.5,2.3,0.5,0.3,0.4,1.1,5,961,1,1974-02-09 00:00:00,Forward,22.68,1990s,,0,True Negative
367,WALTERMCCARTY1996,Walter McCarty,Not Inducted,,1996,2005,10,2010,19,NYK,University of Kentucky,35,5.5,1.8,0.7,1.9,38.2,0.1,0.4,28.6,0.2,0.4,57.1,0.2,0.4,0.7,0.4,0.2,0.3,0.5,1.5,962,1,1974-02-01 00:00:00,Forward,22.7,1990s,,0,True Negative
368,HAROLDELLIS1993,Harold Ellis,Not Inducted,,1993,1997,5,2002,200,,,49,18.8,8.7,3.2,6,54.5,0,0.1,0,2.2,3,71.1,1.9,1.2,3.1,0.6,1.5,0,0.9,9.5,,10,,,,,,1,False Positive
369,BRANDONDAVIES2013,Brandon Davies,Not Inducted,,2013,2014,2,2019,200,,,51,11.3,2.8,1.1,2.5,42.2,0,0.2,20,0.7,1,64.2,0.7,1.4,2.1,0.5,0.5,0.2,0.7,3.6,,10,,,,,,0,True Negative
370,DEREKFISHER1996,Derek Fisher,Not Inducted,,1996,2013,18,2018,24,LAL,University of Arkansas at Little Rock,80,11.5,3.9,1.3,3.3,39.7,0.3,0.9,30.1,1,1.5,65.8,0.3,0.9,1.2,1.5,0.5,0.1,0.9,3.8,965,1,1974-08-09 00:00:00,Guard,22.19,1990s,,0,True Negative
371,MARTINMUURSEPP1996,Martin Muursepp,Not Inducted,,1996,1997,2,2002,25,UTA,,42,8.3,3.7,1.3,3.1,41.2,0.1,0.6,16.7,1,1.7,62.9,0.8,0.8,1.6,0.5,0.3,0.3,0.4,3.5,982,1,1974-09-26 00:00:00,Forward,22.05,1990s,,0,True Negative
372,PRIESTLAUDERDALE1996,Priest Lauderdale,Not Inducted,,1996,1997,2,2002,28,ATL,Central State University,35,5.1,3.2,1.4,2.5,55.1,0,0,0,0.4,0.7,56.5,0.5,0.8,1.2,0.3,0,0.3,1.1,2.5,968,1,1973-08-31 00:00:00,Center,23.12,1990s,,0,True Negative
373,TRAVISKNIGHT1996,Travis Knight,Not Inducted,,1996,2002,7,2007,29,CHI,University of Connecticut,71,16.3,4.8,2,3.9,50.9,0,0,0,0.9,1.4,62,1.8,2.7,4.5,0.5,0.4,0.8,0.7,8,969,1,1974-09-13 00:00:00,Center,22.09,1990s,,0,True Negative
374,OTHELLAHARRINGTON1996,Othella Harrington,Not Inducted,,1996,2007,12,2012,30,HOU,Georgetown University,57,15.1,4.8,2,3.6,54.9,0,0.1,0,0.9,1.4,60.5,1.3,2.2,3.5,0.3,0.2,0.4,1,6,970,2,1974-01-31 00:00:00,Forward,22.71,1990s,,0,True Negative
375,STEVEHAMER1996,Steve Hamer,Not Inducted,,1996,1996,1,2001,38,BOS,University of Tennessee,35,7.7,2.2,0.9,1.6,52.6,0,0.1,0,0.5,0.8,55.2,0.5,1.2,1.7,0.2,0.1,0.1,0.4,2.7,984,2,1973-11-13 00:00:00,Center,22.92,1990s,,0,True Negative
376,RANDYLIVINGSTON1996,Randy Livingston,Not Inducted,,1996,2006,11,2011,42,HOU,Louisiana State University,64,15.3,3.9,1.6,3.6,43.7,0.1,0.3,40.9,0.7,1,64.6,0.5,1,1.5,2.4,0.6,0.2,1.6,4.6,988,2,1975-04-02 00:00:00,Guard,21.54,1990s,,0,True Negative
377,MALIKROSE1996,Malik Rose,Not Inducted,,1996,2008,13,2013,44,CHH,Drexel University,54,9.7,3,1.1,2.4,47.7,0,0,0,0.7,1.1,61.3,1.3,1.7,3,0.6,0.5,0.3,0.8,5,990,2,1974-11-23 00:00:00,Forward,21.9,1990s,,0,True Negative
378,JAMIEFEICK1996,Jamie Feick,Not Inducted,,1996,2002,7,2007,48,PHI,Michigan State University,41,15.2,3.7,1.4,3.8,35.7,0.1,0.3,35.7,0.8,1.6,50.7,2,3.2,5.2,0.6,0.4,0.3,0.8,6.2,994,2,1974-07-03 00:00:00,Forward,22.29,1990s,,0,True Negative
379,CHRISROBINSON1996,Chris Robinson,Not Inducted,,1996,1997,2,2002,51,VAN,Western Kentucky University,41,16.6,4.6,1.7,4.4,37.9,0.8,2.2,38.2,0.4,0.6,61.5,0.6,1.2,1.7,1.6,0.7,0.2,0.8,5,997,2,1974-04-02 00:00:00,Guard,22.54,1990s,,0,True Negative
380,SHANDONANDERSON1996,Shandon Anderson,Not Inducted,,1996,2005,10,2010,54,UTA,University of Georgia,65,16.4,5.9,2.3,4.9,46.2,0.4,0.7,51.1,1,1.5,68.7,0.8,2,2.8,0.8,0.4,0.1,1.1,5.8,1000,2,1973-12-31 00:00:00,Guard,22.79,1990s,,0,True Negative
381,JOESMITH1995,Joe Smith,Not Inducted,,1995,2010,16,2015,1,GSW,University of Maryland,82,34.4,15.3,5.7,12.5,45.8,0.1,0.3,35.7,3.7,4.8,77.3,3.7,5.1,8.7,1,1,1.6,1.7,18.1,693,1,1975-07-26 00:00:00,Forward,20.22,1990s,,1,False Positive
382,ANTONIOMCDYESS1995,Antonio McDyess,Not Inducted,,1995,2010,16,2015,2,LAC,University of Alabama,76,30,13.4,5.6,11.6,48.5,0,0.1,0,2.2,3.2,68.3,3,4.5,7.5,1,0.7,1.5,2,15.1,686,1,1974-09-07 00:00:00,Forward,21.1,1990s,,1,False Positive
383,JERRYSTACKHOUSE1995,Jerry Stackhouse,Not Inducted,,1995,2012,18,2017,3,PHI,University of North Carolina,72,37.5,19.2,6.3,15.2,41.4,1.3,4.1,31.8,5.4,7.2,74.7,1.3,2.4,3.7,3.9,1.1,1.1,3.5,14.7,711,1,1974-11-05 00:00:00,Forward,20.94,1990s,,1,False Positive
384,RASHEEDWALLACE1995,Rasheed Wallace,Not Inducted,,1995,2012,18,2017,4,WSB,University of North Carolina,65,27.5,10.1,4.2,8.7,48.7,0.4,1.3,32.9,1.2,1.8,65,1.4,3.2,4.7,1.3,0.7,0.8,1.6,10.8,739,1,1974-09-17 00:00:00,Forward,21.08,1990s,,0,True Negative
385,DANIELSANTIAGO2000,Daniel Santiago,Not Inducted,,2000,2004,5,2009,200,,,54,10.8,3.1,1.2,2.5,47.8,0,0,0,0.8,1.1,68.9,0.6,1.2,1.9,0.2,0.3,0.4,0.9,3.4,,10,,,,,,0,True Negative
386,BRYANTREEVES1995,Bryant Reeves,Not Inducted,,1995,2000,6,2005,6,VAN,Oklahoma State University,77,31.9,13.3,5.2,11.4,45.7,0,0,0,2.8,3.9,73.2,2.3,5.1,7.4,1.4,0.6,0.7,2,14.1,735,1,1973-06-08 00:00:00,Center,22.35,1990s,,0,True Negative
387,DAMONSTOUDAMIRE1995,Damon Stoudamire,Not Inducted,,1995,2007,13,2012,7,TOR,University of Arizona,70,40.9,19,6.9,16.1,42.6,1.9,4.8,39.5,3.4,4.2,79.7,0.8,3.2,4,9.3,1.4,0.3,3.8,20.1,757,1,1973-09-03 00:00:00,Guard,22.11,1990s,,1,False Positive
388,SHAWNRESPERT1995,Shawn Respert,Not Inducted,,1995,1998,4,2003,8,POR,Michigan State University,62,13.6,4.9,1.8,4.7,38.7,0.7,2,34.4,0.6,0.7,83.3,0.5,0.7,1.2,1.1,0.5,0.1,0.7,4.1,704,1,1972-02-06 00:00:00,Guard,23.69,1990s,,0,True Negative
389,KURTTHOMAS1995,Kurt Thomas,Not Inducted,,1995,2012,18,2017,10,MIA,Texas Christian University,74,22.4,9,3.7,7.4,50.1,0,0,0,1.6,2.4,66.3,1.6,4.3,5.9,0.6,0.6,0.5,1.3,10.9,703,1,1972-10-04 00:00:00,Forward,23.03,1990s,,0,True Negative
390,GARYTRENT1995,Gary Trent,Not Inducted,,1995,2003,9,2008,11,MIL,Ohio University,69,17.7,7.5,3.2,6.2,51.3,0,0.1,0,1.1,2,55.3,1.2,2.2,3.4,0.7,0.4,0.2,1.3,6.9,718,1,1974-09-22 00:00:00,Forward,21.06,1990s,,0,True Negative
391,CHEROKEEPARKS1995,Cherokee Parks,Not Inducted,,1995,2003,9,2008,12,DAL,Duke University,64,13.6,3.9,1.6,3.9,40.9,0.1,0.4,26.9,0.6,1,66.1,1,2.3,3.4,0.5,0.4,0.5,0.5,5.5,685,1,1972-10-11 00:00:00,Forward,23.01,1990s,,0,True Negative
392,CORLISSWILLIAMSON1995,Corliss Williamson,Not Inducted,,1995,2006,12,2011,13,SAC,University of Arkansas,53,11.5,5.6,2.4,5.1,46.6,0,0.1,0,0.9,1.6,56,1.1,1.1,2.2,0.4,0.2,0.2,1.4,3.7,722,1,1973-12-04 00:00:00,Forward,21.86,1990s,,0,True Negative
393,ERICWILLIAMS1995,Eric Williams,Not Inducted,,1995,2006,12,2011,14,BOS,Providence College,64,23,10.7,3.8,8.5,44.1,0,0.2,30,3.1,4.7,67.1,1.4,2,3.4,1.1,0.9,0.2,1.4,8.6,677,1,1972-07-17 00:00:00,Guard,23.24,1990s,,0,True Negative
394,BRENTBARRY1995,Brent Barry,Not Inducted,,1995,2008,14,2013,15,DEN,Oregon State University,79,24,10.1,3.6,7.6,47.4,1.6,3.7,41.6,1.4,1.7,81,0.5,1.6,2.1,2.9,1.2,0.3,1.5,10.8,699,1,1971-12-31 00:00:00,Guard,23.79,1990s,,1,False Positive
395,ALANHENDERSON1995,Alan Henderson,Not Inducted,,1995,2006,12,2011,16,ATL,Indiana University,79,17.9,6.4,2.4,5.5,44.2,0,0,0,1.5,2.5,59.5,2.1,2.4,4.5,0.6,0.6,0.5,1.1,7.4,673,1,1972-12-02 00:00:00,Forward,22.87,1990s,,0,True Negative
396,BOBSURA1995,Bob Sura,Not Inducted,,1995,2006,12,2011,17,CLE,Florida State University,79,14.6,5.3,1.9,4.6,41.1,0.3,1,34.6,1.3,1.8,70.2,0.4,1.3,1.7,2.9,0.7,0.3,1.5,6.3,682,1,1973-03-25 00:00:00,Guard,22.56,1990s,,0,True Negative
397,THEORATLIFF1995,Theo Ratliff,Not Inducted,,1995,2010,16,2015,18,DET,University of Wyoming,75,17.4,4.5,1.7,3.1,55.7,0,0,0,1.1,1.6,70.8,1.5,2.5,4,0.2,0.2,1.6,0.8,7.9,689,1,1973-04-17 00:00:00,Center,22.49,1990s,,0,True Negative
398,JASONCAFFEY1995,Jason Caffey,Not Inducted,,1995,2002,8,2007,20,CHI,University of Alabama,57,9.6,3.2,1.2,2.8,43.8,0,0,0,0.7,1.2,58.8,0.9,1.1,1.9,0.4,0.2,0.1,0.8,3,679,1,1973-06-12 00:00:00,Forward,22.34,1990s,,0,True Negative
399,MICHAELFINLEY1995,Michael Finley,Not Inducted,,1995,2009,15,2014,21,PHO,University of Wisconsin,82,39.2,15,5.7,11.9,47.6,0.7,2.3,32.8,3,3.9,74.9,1.7,2.9,4.6,3.5,1,0.4,1.6,15.7,714,1,1973-03-06 00:00:00,Guard,22.61,1990s,,1,False Positive
400,GEORGEZIDEK1995,George Zidek,Not Inducted,,1995,1997,3,2002,22,CHH,"University of California, Los Angeles",71,12.5,4,1.5,3.5,42.3,0,0,0,1,1.3,76.3,1,1.6,2.6,0.2,0.1,0.1,0.5,4.1,678,1,1973-08-02 00:00:00,Center,22.2,1990s,,0,True Negative
401,TRAVISBEST1995,Travis Best,Not Inducted,,1995,2004,10,2009,23,IND,Georgia Institute of Technology,59,9.7,3.7,1.2,2.8,42.3,0.1,0.4,32,1.3,1.5,83.3,0.2,0.6,0.7,1.6,0.3,0.1,1.1,3.6,696,1,1972-07-12 00:00:00,Guard,23.26,1990s,,0,True Negative
402,LORENMEYER1995,Loren Meyer,Not Inducted,,1995,1998,4,2003,24,DAL,Iowa State University,72,17.6,5,2,4.6,43.9,0,0.2,27.3,1,1.4,68.6,1.6,2.8,4.4,0.8,0.3,0.4,0.9,7,684,1,1972-12-30 00:00:00,Center,22.79,1990s,,0,True Negative
403,GREGOSTERTAG1995,Greg Ostertag,Not Inducted,,1995,2005,11,2010,28,UTA,University of Kansas,57,11.6,3.6,1.5,3.2,47.3,0,0,0,0.6,0.9,66.7,1,2.1,3.1,0.1,0.1,1.1,0.4,5.6,731,1,1973-03-06 00:00:00,Center,22.61,1990s,,0,True Negative
404,CORYALEXANDER1995,Cory Alexander,Not Inducted,,1995,2004,10,2009,29,SAS,University of Virginia,60,9.3,2.8,1.1,2.6,40.6,0.4,1.1,39.4,0.3,0.4,64,0.2,0.6,0.7,2,0.5,0,1.1,3.2,724,1,1973-06-22 00:00:00,Guard,22.31,1990s,,0,True Negative
405,LOUROE1995,Lou Roe,Not Inducted,,1995,1996,2,2001,30,DET,University of Massachusetts Amherst,49,7.6,1.8,0.7,1.8,35.6,0,0.2,22.2,0.5,0.7,75,0.6,1,1.6,0.3,0.2,0.2,0.3,2.4,691,2,1972-07-14 00:00:00,Forward,23.25,1990s,,0,True Negative
406,TERRENCERENCHER1995,Terrence Rencher,Not Inducted,,1995,1995,1,2000,32,WSB,University of Texas at Austin,36,11.3,2.9,0.9,2.8,33,0.3,0.8,31,0.9,1.3,67.4,0.3,1,1.2,1.5,0.4,0.1,1.2,2.7,720,2,1973-02-19 00:00:00,Guard,22.65,1990s,,0,True Negative
407,JUNIORBURROUGH1995,Junior Burrough,Not Inducted,,1995,1995,1,2000,33,BOS,University of Virginia,61,8.1,3.1,1,2.8,37.6,0,0,0,1,1.5,65.6,0.7,1,1.8,0.2,0.3,0.2,0.7,2.6,675,2,1973-01-18 00:00:00,Forward,22.74,1990s,,0,True Negative
408,JIMMYKING1995,Jimmy King,Not Inducted,,1995,1996,2,2001,35,TOR,University of Michigan,62,14,4.5,1.8,4.1,43.1,0.1,0.5,14.7,0.9,1.2,70.1,0.7,1.1,1.8,1.4,0.3,0.2,1,4.6,728,2,1973-08-09 00:00:00,Guard,22.18,1990s,,0,True Negative
409,LAWRENCEMOTEN1995,Lawrence Moten,Not Inducted,,1995,1997,3,2002,36,VAN,Syracuse University,44,13,6.6,2.5,5.6,45.3,0.4,1.3,32.7,1.1,1.7,65.3,0.8,0.6,1.4,1.1,0.7,0.2,1,5.3,734,2,1972-03-25 00:00:00,Guard,23.56,1990s,,0,True Negative
410,ERICSNOW1995,Eric Snow,Not Inducted,,1995,2007,13,2012,43,MIL,Michigan State University,43,9,2.7,1,2.3,42,0,0.2,20,0.7,1.1,59.2,0.2,0.8,1,1.7,0.7,0,0.9,3.3,727,2,1973-04-24 00:00:00,Guard,22.48,1990s,,0,True Negative
411,TYUSEDNEY1995,Tyus Edney,Not Inducted,,1995,2000,6,2005,47,SAC,"University of California, Los Angeles",80,31,10.8,3.8,9.3,41.2,0.7,1.8,36.8,2.5,3.2,78.2,0.8,1.7,2.5,6.1,1.1,0,2.4,12,721,2,1973-02-14 00:00:00,Guard,22.66,1990s,,1,False Positive
412,MARKDAVIS1995,Mark Davis,Not Inducted,,1995,1999,5,2004,48,MIN,Texas Tech University,57,10,3.3,1,2.6,36.9,0.1,0.2,30.8,1.3,2,63.8,1,1.2,2.2,0.8,0.7,0.4,1.2,3.8,707,2,1973-04-26 00:00:00,Guard,22.47,1990s,,0,True Negative
413,JEROMEALLEN1995,Jerome Allen,Not Inducted,,1995,1996,2,2001,49,MIN,University of Pennsylvania,41,8.8,2.6,0.9,2.6,34.3,0.2,0.8,30.3,0.6,0.9,72.2,0.1,0.5,0.6,1.2,0.5,0.1,0.8,2.3,706,2,1973-01-28 00:00:00,Guard,22.71,1990s,,0,True Negative
414,CHRISCARR1995,Chris Carr,Not Inducted,,1995,2000,6,2005,56,PHO,Southern Illinois University,60,9.8,4,1.5,3.6,41.5,0.2,0.7,26.2,0.8,1,81.7,0.5,1.3,1.7,0.7,0.2,0.1,0.7,3.7,713,2,1974-03-12 00:00:00,Guard,21.59,1990s,,0,True Negative
415,DONREID1995,Don Reid,Not Inducted,,1995,2002,8,2007,58,DET,Georgetown University,69,14.4,3.8,1.5,2.7,56.7,0,0,0,0.7,1.1,66.2,1.1,1.8,2.9,0.2,0.7,0.6,0.6,6,690,2,1973-12-30 00:00:00,Forward,21.79,1990s,,0,True Negative
416,GLENNROBINSON1994,Glenn Robinson,Not Inducted,,1994,2004,11,2009,1,MIL,Purdue University,80,37,21.9,8,17.6,45.1,1.1,3.4,32.1,5,6.2,79.6,2.1,4.3,6.4,2.5,1.4,0.3,3.9,17.7,299,1,1973-01-10 00:00:00,Forward,21.76,1990s,,1,False Positive
417,DONYELLMARSHALL1994,Donyell Marshall,Not Inducted,,1994,2008,15,2013,4,MIN,University of Connecticut,72,29,12.6,4.8,12.2,39.4,1,3.4,28.4,2,3.1,66.2,1.9,3.7,5.6,1.5,0.6,1.2,1.6,11.5,923,1,1973-05-18 00:00:00,Forward,21.41,1990s,,0,True Negative
418,JUWANHOWARD1994,Juwan Howard,Not Inducted,,1994,2012,19,2017,5,WSB,University of Michigan,65,36.1,17,7,14.3,48.9,0,0.1,0,3,4.5,66.4,2.8,5.6,8.4,2.5,0.8,0.2,2.5,17.6,436,1,1973-02-07 00:00:00,Forward,21.68,1990s,,0,True Negative
419,SHARONEWRIGHT1994,Sharone Wright,Not Inducted,,1994,1997,4,2002,6,PHI,Clemson University,79,25.9,11.4,4.6,9.8,46.5,0,0.1,0,2.3,3.6,64.5,2.4,3.6,6,0.6,0.5,1.3,1.9,11.4,412,1,1973-01-30 00:00:00,Center,21.71,1990s,,0,True Negative
420,LAMONDMURRAY1994,Lamond Murray,Not Inducted,,1994,2005,12,2010,7,LAC,University of California,81,31.6,14.1,5.4,13.5,40.2,0.8,2.7,29.8,2.5,3.3,75.4,1.6,2.7,4.4,1.6,0.9,0.7,2,10.8,441,1,1973-04-20 00:00:00,Forward,21.49,1990s,,0,True Negative
421,BRIANGRANT1994,Brian Grant,Not Inducted,,1994,2005,12,2010,8,SAC,Xavier University,80,28.6,13.2,5.2,10.1,51.1,0,0.1,25,2.9,4.5,63.6,2.6,4.9,7.5,1.2,0.6,1.4,2,15.4,258,1,1972-03-05 00:00:00,Forward,22.61,1990s,,1,False Positive
422,ERICMONTROSS1994,Eric Montross,Not Inducted,,1994,2002,9,2007,9,BOS,University of North Carolina,78,29.7,10,3.9,7.4,53.4,0,0,0,2.1,3.4,63.5,2.5,4.7,7.3,0.5,0.4,0.8,1.4,12.8,376,1,1971-09-23 00:00:00,Center,23.06,1990s,,0,True Negative
423,EDDIEJONES1994,Eddie Jones,Not Inducted,,1994,2007,14,2012,10,LAL,Temple University,64,31,14,5.3,11.6,46,1.4,3.8,37,1.9,2.6,72.2,1.2,2.7,3.9,2,2,0.6,1.2,14.4,224,1,1971-10-20 00:00:00,Guard,22.99,1990s,,1,False Positive
424,CARLOSROGERS1994,Carlos Rogers,Not Inducted,,1994,2001,8,2006,11,SEA,Tennessee State University,49,20.8,8.9,3.7,6.9,52.9,0,0.3,14.3,1.6,3,52.1,2.2,3.5,5.7,0.8,0.5,1.1,1.7,10.5,435,1,1971-02-06 00:00:00,Forward,23.69,1990s,,0,True Negative
426,KHALIDREEVES1994,Khalid Reeves,Not Inducted,,1994,1999,6,2004,12,MIA,University of Arizona,67,21.8,9.2,3.1,6.9,44.3,1,2.6,39.2,2.1,2.9,71.4,0.8,2,2.8,4.3,1.1,0.1,2,10.9,234,1,1972-07-15 00:00:00,Guard,22.25,1990s,,1,False Positive
427,JALENROSE1994,Jalen Rose,Not Inducted,,1994,2006,13,2011,13,DEN,University of Michigan,81,22.2,8.2,2.8,6.2,45.4,0.4,1.4,31.6,2.1,2.9,73.9,0.7,2,2.7,4.8,0.8,0.3,2,10.6,147,1,1973-01-30 00:00:00,Guard,21.71,1990s,,1,False Positive
428,ERICPIATKOWSKI1994,Eric Piatkowski,Not Inducted,,1994,2007,14,2012,15,IND,University of Nebraska,81,14.9,7,2.5,5.6,44.1,0.9,2.4,37.4,1.1,1.4,78.3,0.8,0.9,1.6,1,0.5,0.2,0.8,6,15,1,1970-09-30 00:00:00,Guard,24.04,1990s,,0,True Negative
429,CLIFFORDROZIER1994,Clifford Rozier,Not Inducted,,1994,1997,4,2002,16,GSW,University of Louisville,66,22.6,6.8,2.9,5.9,48.5,0,0.1,28.6,1,2.3,44.7,3,4.3,7.4,0.7,0.5,0.6,1.4,10.3,32,1,1972-10-31 00:00:00,Center,21.96,1990s,,0,True Negative
430,AARONMCKIE1994,Aaron McKie,Not Inducted,,1994,2006,13,2011,17,POR,Temple University,45,18.4,6.5,2.6,5.8,44.4,0.2,0.6,39.3,1.1,1.6,68.5,0.8,2.1,2.9,2,0.8,0.4,0.9,7.9,243,1,1972-10-02 00:00:00,Guard,22.03,1990s,,0,True Negative
431,ERICMOBLEY1994,Eric Mobley,Not Inducted,,1994,1996,3,2001,18,MIL,University of Pittsburgh,46,12.8,3.9,1.7,2.9,59.1,0,0,100,0.5,1,48.9,1.2,2.1,3.3,0.5,0.2,0.6,0.5,6.3,211,1,1970-02-01 00:00:00,Center,24.7,1990s,,0,True Negative
432,TONYDUMAS1994,Tony Dumas,Not Inducted,,1994,1997,4,2002,19,DAL,University of Missouri-Kansas City,58,10.6,4.6,1.7,4.3,38.4,0.4,1.3,30.1,0.9,1.3,64.9,0.6,0.5,1.1,1,0.2,0.1,0.9,2.9,434,1,1972-08-25 00:00:00,Guard,22.14,1990s,,0,True Negative
433,BJTYLER1994,B.J. Tyler,Not Inducted,,1994,1994,1,1999,20,PHI,University of Texas at Austin,55,14.7,3.5,1.3,3.4,38.1,0.3,0.9,31.4,0.6,0.9,70,0.2,0.9,1.1,3.2,0.7,0,1.8,4.4,189,1,1971-04-30 00:00:00,Guard,23.46,1990s,,0,True Negative
434,DICKEYSIMPKINS1994,Dickey Simpkins,Not Inducted,,1994,2001,8,2006,21,CHI,Providence College,59,9.9,3.5,1.3,3.1,42.4,0,0,0,0.8,1.2,69.4,1,1.5,2.6,0.6,0.2,0.1,0.8,4,54,1,1972-04-06 00:00:00,Forward,22.52,1990s,,0,True Negative
435,BILLCURLEY1994,Bill Curley,Not Inducted,,1994,2000,7,2005,22,SAS,Boston College,53,11.2,2.7,1.1,2.5,43.3,0,0,0,0.5,0.7,75,1,1.3,2.3,0.5,0.4,0.4,0.5,4.2,223,1,1972-05-29 00:00:00,Forward,22.38,1990s,,0,True Negative
436,WESLEYPERSON1994,Wesley Person,Not Inducted,,1994,2004,11,2009,23,PHO,Auburn University,78,23.1,10.4,4,8.2,48.4,1.5,3.4,43.6,1,1.3,79.2,0.9,1.7,2.6,1.3,0.6,0.3,1,9.8,445,1,1971-03-28 00:00:00,Guard,23.55,1990s,,1,False Positive
437,MONTYWILLIAMS1994,Monty Williams,Not Inducted,,1994,2002,9,2007,24,NYK,University of Notre Dame,41,12.3,3.3,1.5,3.2,45.1,0,0.2,0,0.4,0.9,44.7,1,1.4,2.4,1.2,0.5,0.1,1,4.2,42,1,1971-10-08 00:00:00,Forward,23.02,1990s,,0,True Negative
438,GREGMINOR1994,Greg Minor,Not Inducted,,1994,1998,5,2003,25,LAC,University of Louisville,63,15,6,2.5,4.8,51.5,0,0.2,16.7,1,1.2,83.3,0.8,1.4,2.2,1,0.5,0.3,0.7,6.7,65,1,1971-09-08 00:00:00,Guard,23.1,1990s,,0,True Negative
439,BROOKSTHOMPSON1994,Brooks Thompson,Not Inducted,,1994,1997,4,2002,27,ORL,Oklahoma State University,38,6.5,3.1,1.2,3,39.5,0.5,1.5,31,0.2,0.3,66.7,0.2,0.4,0.6,1.1,0.3,0.1,0.7,2.5,240,1,1970-07-19 00:00:00,Guard,24.24,1990s,,0,True Negative
440,HOWARDEISLEY1994,Howard Eisley,Not Inducted,,1994,2005,12,2010,30,MIN,Boston College,49,11.3,2.4,0.8,2.5,32.8,0.2,0.8,24.3,0.6,0.8,77.5,0.2,0.7,1,1.9,0.4,0.1,1,3,458,2,1972-12-04 00:00:00,Guard,21.86,1990s,,0,True Negative
441,JIMMCILVAINE1994,Jim McIlvaine,Not Inducted,,1994,2000,7,2005,32,WSB,Marquette University,55,9.7,1.7,0.6,1.3,47.9,0,0,0,0.5,0.7,68.3,0.7,1.2,1.9,0.2,0.2,1.1,0.3,3.9,29,2,1972-07-30 00:00:00,Center,22.21,1990s,,0,True Negative
442,DERRICKALSTON1994,Derrick Alston,Not Inducted,,1994,1996,3,2001,33,PHI,Duquesne University,64,16.1,4.7,1.9,4,46.5,0,0.1,0,0.9,1.9,49.2,1.5,1.9,3.4,0.5,0.6,0.6,0.8,5.8,308,2,1972-08-20 00:00:00,Center,22.15,1990s,,0,True Negative
443,MICHAELSMITH1994,Michael Smith,Not Inducted,,1994,2000,7,2005,35,SAC,Providence College,82,21.2,6.9,2.7,5,54.2,0,0,0,1.5,3.2,48.5,2.1,3.8,5.9,0.8,0.7,0.6,1.3,9.8,63,2,1972-03-28 00:00:00,Forward,22.55,1990s,,0,True Negative
444,DARRINHANCOCK1994,Darrin Hancock,Not Inducted,,1994,1996,3,2001,38,CHH,University of Kansas,46,9.2,3.3,1.5,2.6,56.2,0,0.1,33.3,0.3,0.8,41,0.3,0.8,1.2,0.7,0.4,0.1,0.7,3.3,241,2,1971-11-03 00:00:00,Forward,22.95,1990s,,0,True Negative
445,ANTHONYMILLER1994,Anthony Miller,Not Inducted,,1994,2004,11,2009,39,GSW,Michigan State University,46,11.5,4.1,1.5,2.9,53,0,0.1,40,1,1.7,61.8,1.5,1.8,3.3,0.8,0.4,0.1,0.8,6,292,2,1971-10-22 00:00:00,Forward,22.98,1990s,,0,True Negative
446,DWAYNEMORTON1994,Dwayne Morton,Not Inducted,,1994,1994,1,1999,45,GSW,University of Louisville,41,9.6,4.1,1.2,3.1,38.8,0.2,0.6,36,1.4,2.1,68.2,0.5,0.9,1.4,0.4,0.3,0.4,0.7,3.3,132,2,1971-08-10 00:00:00,Guard,23.18,1990s,,0,True Negative
447,JAMIEWATSON1994,Jamie Watson,Not Inducted,,1994,1998,5,2003,47,UTA,University of South Carolina,60,11.2,3.3,1.3,2.5,50,0.1,0.3,26.3,0.6,0.9,67.9,0.3,1,1.2,1,0.6,0.2,0.8,3.8,320,2,1972-02-23 00:00:00,Forward,22.64,1990s,,0,True Negative
448,BOBMARTIN1993,Bob Martin,Not Inducted,,1993,1994,2,1999,200,,,53,10.1,2.1,0.8,1.7,45.5,0,0,0,0.6,1,60.8,0.7,1.5,2.2,0.3,0.1,0.6,0.6,3.6,,10,,,,,,0,True Negative
